,Unnamed: 0,FIRE_YEAR,STAT_CAUSE_DESCR,LATITUDE,LONGITUDE,STATE,DISCOVERY_DATE,FIRE_SIZE,DATE,zipcode,address
2276,3726,2011,Miscellaneous,36.497802,-120.817578,CA,2455778.5,6.0,2011-08-05,96140,"Sawmill Flat, Carnelian Heights, Placer County, California, 96140, United States"
2277,3727,2011,Missing/Undefined,38.988434,-122.693665,CA,2455763.5,1.0,2011-07-21,96150,"27, Angora Ridge Road, El Dorado County, California, 96150, United States"
2278,3728,2011,Missing/Undefined,34.426489,-117.464309,CA,2455812.5,1.0,2011-09-08,96141,"6412, Flicker Avenue, Chamberlands Estates, Tahoma, Placer County, California, 96141, United States"
2279,3729,2011,Miscellaneous,38.65509,-121.033628,CA,2455725.5,0.1,2011-06-13,96153,"Pacific Crest National Scenic Trail #2000, Echo Lake, El Dorado County, California, 96153, United States"
2280,3730,2011,Missing/Undefined,37.053468,-122.039343,CA,2455760.5,0.01,2011-07-18,96142,"West Shore Trail, El Dorado County, California, 96142, United States"
2281,3732,2011,Miscellaneous,38.718611,-120.795278,CA,2455763.5,0.5,2011-07-21,96150,"27, Angora Ridge Road, El Dorado County, California, 96150, United States"
2282,3733,2011,Miscellaneous,39.088041,-122.787002,CA,2455705.5,0.3,2011-05-24,96154,"Tahoe Rim Trail, Comstock Acres, Tahoe City, Placer County, California, 96154, United States"
2283,3734,2011,Debris Burning,38.031306,-120.239754,CA,2455743.5,0.01,2011-07-01,96158,"15th Street Bike, Camp Richardson, El Dorado County, California, 96158, United States"
2284,3735,2011,Miscellaneous,39.008889,-122.613889,CA,2455828.5,2.0,2011-09-24,96145,"Jack Pine Road, Tahoe City, Placer County, California, 96145, United States"
2285,3736,2011,Debris Burning,38.625531,-120.840018,CA,2455657.5,0.01,2011-04-06,95705,"Saxon Connector, Meyers, El Dorado County, California, 95705, United States"
2286,3737,2011,Miscellaneous,39.352858,-123.387763,CA,2455750.5,1.0,2011-07-08,89402,"Saddle, Kings Beach, Placer County, California, 89402, United States"
2287,3738,2011,Debris Burning,37.951727,-120.329248,CA,2455691.5,0.25,2011-05-10,95705,"Fountain Place Road, El Dorado County, California, 95705, United States"
2288,3739,2011,Debris Burning,40.539069,-122.563017,CA,2455898.5,2.5,2011-12-03,96143,"682, Fox Street, Brockway Vista, Kings Beach, Placer County, California, 96143, United States"
2289,3740,2011,Equipment Use,37.585749,-122.4081,CA,2455770.5,0.1,2011-07-28,96153,"Pacific Crest National Scenic Trail #2000, Echo Lake, El Dorado County, California, 96153, United States"
2290,3741,2011,Debris Burning,38.062187,-120.195201,CA,2455898.5,0.01,2011-12-03,96150,"2255, Columbine Trail, El Dorado County, California, 96150, United States"
2291,3742,2011,Missing/Undefined,37.996711,-122.273586,CA,2455765.5,1.0,2011-07-23,96146,"147, Fir Crags Road, Fir Crags Summer Recreation Tract, Placer County, California, 96146, United States"
2292,3743,2011,Debris Burning,40.007282,-122.411779,CA,2455869.5,1.0,2011-11-04,95705,"Fountain Place Road, El Dorado County, California, 95705, United States"
2293,3744,2011,Debris Burning,36.638056,-118.069722,CA,2455622.5,395.0,2011-03-02,96145,"2020, West Lake Boulevard, Sunnyside, Placer County, California, 96145, United States"
2294,3751,2011,Miscellaneous,37.70652,-120.43682,CA,2455744.5,0.1,2011-07-02,95721,"Pacific Crest National Scenic Trail, Atwood Tract, Little Norway, El Dorado County, California, 95721, United States"
2295,3752,2011,Campfire,40.630811,-122.393627,CA,2455757.5,0.1,2011-07-15,91310,"Tapia Canyon Road, Los Angeles County, California, 91310, United States"
2296,3753,2011,Powerline,38.03775,-122.178567,CA,2455810.5,18.0,2011-09-06,91384,"Golden State Freeway, Castaic, Los Angeles County, California, 91384, United States"
2297,3754,2011,Missing/Undefined,39.362728,-121.324134,CA,2455686.5,0.25,2011-05-05,91390,"39824, Calle el Clavelito, Green Valley, Los Angeles County, California, 91390, United States"
2298,3755,2011,Miscellaneous,38.586583,-120.588128,CA,2455926.5,1.0,2011-12-31,93510,"Arrastre Canyon Road, Los Angeles County, California, 93510, United States"
2299,3758,2011,Equipment Use,37.868068,-120.8655,CA,2455701.5,55.0,2011-05-20,91321,"Antelope Valley Freeway, Santa Clarita, Los Angeles County, California, 91321, United States"
2300,3759,2011,Miscellaneous,38.083023,-120.93637,CA,2455813.5,1.0,2011-09-09,91390,"13367, Oak Street, Sleepy Valley, Los Angeles County, California, 91390, United States"
2301,3761,2011,Missing/Undefined,33.980392,-117.124101,CA,2455798.5,22.0,2011-08-25,91321,"Sierra Highway - Old U.S. Route 6, Santa Clarita, Los Angeles County, California, 91321, United States"
2302,3765,2011,Missing/Undefined,38.129222,-120.520925,CA,2455815.5,0.25,2011-09-11,91354,"San Francisquito Canyon Road, Copper Hill, Santa Clarita, Los Angeles County, California, 91354, United States"
2303,3766,2011,Missing/Undefined,35.424851,-120.781191,CA,2455691.5,4.0,2011-05-10,93563,"Forest Service Route 4N55, Los Angeles County, California, 93563, United States"
2304,3767,2011,Equipment Use,39.343652,-121.538227,CA,2455792.5,1.0,2011-08-19,91387,"Allen Trail, Santa Clarita, Los Angeles County, California, 91387, United States"
2305,3769,2011,Debris Burning,33.884152,-117.408765,CA,2455804.5,1.0,2011-08-31,91342,"12201, Lopez Canyon Road, Lopez/Kagel Canyons, Los Angeles, Los Angeles County, California, 91342, United States"
2306,3774,2011,Equipment Use,39.335,-121.491944,CA,2455812.5,3.2,2011-09-08,91390,"8854, Escondido Canyon Road, Los Angeles County, California, 91390, United States"
2307,3775,2011,Miscellaneous,38.224399,-122.716141,CA,2455763.5,0.12,2011-07-21,93563,"Big Pines Road, Mile High, Los Angeles County, California, 93563, United States"
2308,3777,2011,Debris Burning,37.450686,-119.76138,CA,2455723.5,0.5,2011-06-11,93551,"Antelope Valley Freeway, Los Angeles County, California, 93551, United States"
2309,3778,2011,Missing/Undefined,39.364859,-123.317281,CA,2455789.5,0.25,2011-08-16,91387,"29191, Lotusgarden Drive, Santa Clarita, Los Angeles County, California, 91387, United States"
2310,3780,2011,Arson,35.936375,-121.064214,CA,2455714.5,19.0,2011-06-02,93243,"46023, Copco Avenue, Los Angeles County, California, 93243, United States"
2311,3782,2011,Equipment Use,36.933428,-121.817534,CA,2455694.5,0.1,2011-05-13,93510,"34600, Red Rover Mine Road, Los Angeles County, California, 93510, United States"
2312,3783,2011,Debris Burning,40.288962,-121.145788,CA,2455739.5,0.25,2011-06-27,91042,"12444, Big Tujunga Canyon Road, Sunland, Los Angeles, Los Angeles County, California, 91042, United States"
2313,3784,2011,Debris Burning,38.032246,-120.223465,CA,2455841.5,0.01,2011-10-07,91042,"7390, West Perigord Court, Sunland, Los Angeles, Los Angeles County, California, 91042, United States"
2314,3786,2011,Miscellaneous,38.009174,-120.267719,CA,2455918.5,0.01,2011-12-23,93543,"Mount Emma Road, Los Angeles County, California, 93543, United States"
2315,3787,2011,Equipment Use,39.864745,-123.714627,CA,2455779.5,1.0,2011-08-06,93551,"Antelope Valley Freeway, Los Angeles County, California, 93551, United States"
2316,3789,2011,Missing/Undefined,40.34965,-121.625669,CA,2455837.5,1.0,2011-10-03,91390,"8797, Hierba Road, Los Angeles County, California, 91390, United States"
2317,3791,2011,Debris Burning,40.749074,-122.618242,CA,2455746.5,0.1,2011-07-04,91040,"10610, Stallion Ranch Road, Stonehurst, Shadow Hills, Los Angeles, Los Angeles County, California, 91040, United States"
2318,3794,2011,Equipment Use,38.659527,-122.874316,CA,2455791.5,0.2,2011-08-18,91109,"Jet Propulsion Laboratory, 4800, Oak Grove Drive, Pasadena, Los Angeles County, California, 91109, United States"
2319,3796,2011,Miscellaneous,39.230594,-120.996452,CA,2455794.5,0.01,2011-08-21,91390,"13870, Sierra Highway, The Oaks, Los Angeles County, California, 91390, United States"
2320,3797,2011,Equipment Use,38.564615,-122.574152,CA,2455895.5,1.0,2011-11-30,92343,"Ralphs Ranch Road, Los Angeles County, California, 92343, United States"
2321,3799,2011,Equipment Use,36.993157,-119.70648,CA,2455896.5,0.5,2011-12-01,93544,"28838, Largo Vista Road, Largo Vista, Los Angeles County, California, 93544, United States"
2322,3801,2011,Missing/Undefined,38.826236,-122.543655,CA,2455758.5,6.0,2011-07-16,91390,"11543, Lewis Hill Road, Los Angeles County, California, 91390, United States"
2323,3808,2011,Missing/Undefined,40.671182,-122.315569,CA,2455785.5,1.5,2011-08-12,91342-4119,"Harding Street, Los Angeles, Los Angeles County, California, 91342-4119, United States"
2324,3809,2011,Equipment Use,33.742187,-117.281741,CA,2455733.5,1.0,2011-06-21,91387,"Antelope Valley Freeway, Santa Clarita, Los Angeles County, California, 91387, United States"
2325,3810,2011,Children,32.576754,-116.627539,CA,2455864.5,0.25,2011-10-30,91355,"Chuck Pontius Commuter Rail Trail, Bouquet Junction, Santa Clarita, Los Angeles County, California, 91355, United States"
2326,3811,2011,Missing/Undefined,33.700168,-117.33438,CA,2455856.5,0.1,2011-10-22,91702,"1470, Stonebrook Street, Azusa, Los Angeles County, California, 91702, United States"
2327,3812,2011,Miscellaneous,39.238003,-123.168159,CA,2455790.5,3.0,2011-08-17,91351-3521,"Antelope Valley Freeway, Los Angeles County, California, 91351-3521, United States"
2328,3815,2011,Miscellaneous,35.71043,-120.619364,CA,2455783.5,2.0,2011-08-10,92397,"Angeles Crest Highway, Big Pines, Los Angeles County, California, 92397, United States"
2329,3816,2011,Miscellaneous,38.923965,-120.943464,CA,2455919.5,0.1,2011-12-24,91759,"Glendora Ridge Road, Los Angeles County, California, 91759, United States"
2330,3817,2011,Smoking,39.454627,-123.390276,CA,2455798.5,0.05,2011-08-25,93510,"6875, Upper Youngs Canyon Road, Los Angeles County, California, 93510, United States"
2331,3819,2011,Arson,37.896134,-121.858421,CA,2455748.5,5.0,2011-07-06,91351,"Esguerra Road, Los Angeles County, California, 91351, United States"
2332,3821,2011,Missing/Undefined,35.418817,-120.794159,CA,2455901.5,0.1,2011-12-06,91040-1737,"Sunland Boulevard, Los Angeles, Los Angeles County, California, 91040-1737, United States"
2333,3822,2011,Miscellaneous,40.631209,-122.23682,CA,2455728.5,1.0,2011-06-16,91344-1447,"Foothill Boulevard, Los Angeles, Los Angeles County, California, 91344-1447, United States"
2334,3824,2011,Missing/Undefined,36.608598,-121.930666,CA,2455708.5,0.2,2011-05-27,91040-1737,"Hansen Dam Equestrian Center, Orcas Avenue, Lake View Terrace, Los Angeles, Los Angeles County, California, 91040-1737, United States"
2335,3827,2011,Miscellaneous,40.540407,-122.24238,CA,2455663.5,1.0,2011-04-12,91321,"Antelope Valley Freeway, Santa Clarita, Los Angeles County, California, 91321, United States"
2336,3831,2011,Miscellaneous,39.940352,-121.580791,CA,2455605.5,10.0,2011-02-13,91384,"35827, Golden State Freeway, Castaic, Los Angeles County, California, 91384, United States"
2337,3832,2011,Miscellaneous,40.350833,-120.45865,CA,2455812.5,3.0,2011-09-08,91390,"31445, Agua Dulce Canyon Road, Los Angeles County, California, 91390, United States"
2338,3834,2011,Missing/Undefined,38.854463,-121.143885,CA,2455792.5,1.0,2011-08-19,91759,"Glendora Ridge Road, Los Angeles County, California, 91759, United States"
2339,3835,2011,Children,40.651956,-122.269521,CA,2455823.5,0.1,2011-09-19,91042-2137,"Big Tujunga Canyon Road, Los Angeles County, California, 91042-2137, United States"
2340,3836,2011,Missing/Undefined,35.317078,-120.621016,CA,2455725.5,1.0,2011-06-13,91331,"10944, North Borden Avenue, Los Angeles, Los Angeles County, California, 91331, United States"
2341,3837,2011,Missing/Undefined,40.912617,-121.63178,CA,2455798.5,1.0,2011-08-25,91024,"2583, Santa Anita Canyon Road, Sierra Madre, Los Angeles County, California, 91024, United States"
2342,3838,2011,Missing/Undefined,37.661606,-120.459517,CA,2455766.5,2.0,2011-07-24,92397,"22356, Big Pines Highway, Jackson Lake, Big Pines, Los Angeles County, California, 92397, United States"
2343,3840,2011,Miscellaneous,36.179959,-120.390999,CA,2455681.5,1.0,2011-04-30,92358,"Cedar Glen Campground, Chapman Trail, San Bernardino County, California, 92358, United States"
2344,3841,2011,Children,38.117924,-120.801662,CA,2455726.5,3.0,2011-06-14,91040-1737,"Little Tujunga Canyon Road, Los Angeles County, California, 91040-1737, United States"
2345,3842,2011,Debris Burning,38.055937,-120.217019,CA,2455835.5,0.01,2011-10-01,91040,"Foothill Freeway, Shadow Hills, Los Angeles, Los Angeles County, California, 91040, United States"
2346,3843,2011,Miscellaneous,41.640113,-122.468262,CA,2455797.5,0.1,2011-08-24,91384,"Golden State Freeway, Castaic, Los Angeles County, California, 91384, United States"
2347,3845,2011,Missing/Undefined,38.14844,-121.040854,CA,2455751.5,17.0,2011-07-09,93510,"Soledad Canyon RV & Camping Resort, 4700, Crown Valley Road, Acton, Los Angeles County, California, 93510, United States"
2348,3848,2011,Missing/Undefined,33.779486,-117.084626,CA,2455745.5,7.0,2011-07-03,91384,"76, The Old Road, Castaic, Los Angeles County, California, 91384, United States"
2349,3850,2011,Equipment Use,39.326819,-121.379763,CA,2455814.5,17.0,2011-09-10,93543,"Brainard Canyon Road, Los Angeles County, California, 93543, United States"
2350,3851,2011,Debris Burning,39.201051,-120.789812,CA,2455777.5,1.0,2011-08-04,91001-2415,"The Cobb Estate, Altadena Crest Trail, Altadena, Los Angeles County, California, 91001-2415, United States"
2351,3852,2011,Miscellaneous,37.45765,-119.804265,CA,2455867.5,0.1,2011-11-02,91342,"10373, Kurt Street, Lake View Terrace, Los Angeles, Los Angeles County, California, 91342, United States"
2352,3854,2011,Missing/Undefined,37.51181,-122.3498,CA,2455596.5,1.0,2011-02-04,93510,"Antelope Valley Freeway, Los Angeles County, California, 93510, United States"
2353,3855,2011,Equipment Use,39.160749,-122.985266,CA,2455727.5,0.2,2011-06-15,93550,"144, Sierra Highway, Los Angeles County, California, 93550, United States"
2354,3856,2011,Children,37.059334,-119.379391,CA,2455837.5,0.1,2011-10-03,91310,"Los Angeles County, California, 91310, United States"
2355,3859,2011,Missing/Undefined,37.119852,-121.976056,CA,2455708.5,1.0,2011-05-27,91351-3521,"Antelope Valley Freeway, Santa Clarita, Los Angeles County, California, 91351-3521, United States"
2356,3860,2011,Missing/Undefined,38.633292,-120.852228,CA,2455795.5,0.1,2011-08-22,91741,"Church of the Open Door, 701, West Sierra Madre Avenue, Glendora, Los Angeles County, California, 91741, United States"
2357,3863,2011,Miscellaneous,39.741321,-121.51939,CA,2455660.5,0.25,2011-04-09,91321,"Gates King Openspace, Needham Ranch Parkway, Waltz, Santa Clarita, Los Angeles County, California, 91321, United States"
2358,3864,2011,Missing/Undefined,39.266245,-120.112436,CA,2455835.5,0.01,2011-10-01,92372,"Smoke Tree Road, Los Angeles County, California, 92372, United States"
2359,3865,2011,Debris Burning,37.964114,-120.444778,CA,2455913.5,1.0,2011-12-18,91331-2536,"Los Angeles City Dump Road, Lopez/Kagel Canyons, Los Angeles, Los Angeles County, California, 91331-2536, United States"
2360,3867,2011,Equipment Use,37.712968,-121.540299,CA,2455772.5,5.0,2011-07-30,93551,"Antelope Valley Freeway, Los Angeles County, California, 93551, United States"
2361,3868,2011,Debris Burning,40.601096,-122.494872,CA,2455654.5,1.0,2011-04-03,91759,"30698, Glendora Ridge Road, Los Angeles County, California, 91759, United States"
2362,3869,2011,Equipment Use,38.169319,-122.19993,CA,2455737.5,0.35,2011-06-25,91384,"Castaic Truck Stop, 31611, Castaic Road, Castaic, Los Angeles County, California, 91384, United States"
2363,3872,2011,Children,36.833631,-121.290329,CA,2455925.5,0.12,2011-12-30,92372,"Smoke Tree Road, Los Angeles County, California, 92372, United States"
2364,3873,2011,Arson,39.435833,-121.495278,CA,2455836.5,7.0,2011-10-02,93510,"Soledad Canyon RV & Camping Resort, 4700, Crown Valley Road, Acton, Los Angeles County, California, 93510, United States"
2365,3874,2011,Equipment Use,38.676314,-120.876553,CA,2455821.5,0.2,2011-09-17,91350,"7727, Valley Sage Road, Los Angeles County, California, 91350, United States"
2366,3875,2011,Miscellaneous,35.950833,-120.861944,CA,2455800.5,22.0,2011-08-27,91344-1447,"The Cascades, Foothill Boulevard, Los Angeles, Los Angeles County, California, 91344-1447, United States"
2367,3876,2011,Smoking,38.10441,-120.87511,CA,2455775.5,1.0,2011-08-02,93510,"Ward Road, Los Angeles County, California, 93510, United States"
2368,3878,2011,Equipment Use,35.351481,-120.005207,CA,2455867.5,12.8,2011-11-02,93551,"Valley Sage Road, Los Angeles County, California, 93551, United States"
2369,3879,2011,Debris Burning,33.340877,-117.004698,CA,2455707.5,1.0,2011-05-26,91040,"Foothill Freeway, Los Angeles, Los Angeles County, California, 91040, United States"
2370,3881,2011,Miscellaneous,36.915493,-119.676711,CA,2455896.5,2.0,2011-12-01,93563,"Jackson Lake, Big Pines Highway, Jackson Lake, Big Pines, Los Angeles County, California, 93563, United States"
2371,3885,2011,Equipment Use,32.875973,-116.866922,CA,2455836.5,0.1,2011-10-02,93551,"Indian Brave Road, Los Angeles County, California, 93551, United States"
2372,3890,2011,Miscellaneous,40.552189,-122.45217,CA,2455772.5,1.0,2011-07-30,93551,"Antelope Valley Freeway, Los Angeles County, California, 93551, United States"
2373,3892,2011,Miscellaneous,37.448857,-120.103279,CA,2455768.5,4.3,2011-07-26,93510,"Antelope Valley Freeway, Los Angeles County, California, 93510, United States"
2374,3893,2011,Arson,40.910733,-121.626183,CA,2455779.5,0.1,2011-08-06,91040,"Foothill Freeway, Shadow Hills, Los Angeles, Los Angeles County, California, 91040, United States"
2375,3896,2011,Missing/Undefined,33.882194,-117.646515,CA,2455772.5,0.01,2011-07-30,91384,"Golden State Freeway, Castaic, Los Angeles County, California, 91384, United States"
2376,3898,2011,Arson,39.888835,-121.589902,CA,2455824.5,0.02,2011-09-20,93551,"Antelope Valley Freeway, Los Angeles County, California, 93551, United States"
2377,3900,2011,Arson,38.518833,-121.101387,CA,2455764.5,0.1,2011-07-22,93510,"5994, Sierra Highway, Mission, Los Angeles County, California, 93510, United States"
2378,3902,2011,Equipment Use,37.14192,-122.187037,CA,2455736.5,0.05,2011-06-24,91331-2536,"Terra Vista Way, Los Angeles, Los Angeles County, California, 91331-2536, United States"
2379,3904,2011,Smoking,38.817873,-122.571079,CA,2455763.5,1.0,2011-07-21,93510,"7826, Valley Sage Road, Los Angeles County, California, 93510, United States"
2380,3907,2011,Miscellaneous,40.469378,-123.70307,CA,2455867.5,0.25,2011-11-02,91384,"32666, Golden State Freeway, Castaic, Los Angeles County, California, 91384, United States"
2381,3908,2011,Children,40.61542,-122.43113,CA,2455810.5,0.5,2011-09-06,91331-2536,"Lopez Canyon Road, Lopez/Kagel Canyons, Los Angeles, Los Angeles County, California, 91331-2536, United States"
2382,3909,2011,Equipment Use,38.730068,-120.880518,CA,2455598.5,0.25,2011-02-06,91342,"11304, Orcas Avenue, Lake View Terrace, Los Angeles, Los Angeles County, California, 91342, United States"
2383,3910,2011,Missing/Undefined,34.021944,-116.958611,CA,2455817.5,3.0,2011-09-13,91331-2536,"Hansen Dam Bike Path, Los Angeles, Los Angeles County, California, 91331-2536, United States"
2384,3912,2011,Equipment Use,37.02,-121.458611,CA,2455766.5,1.0,2011-07-24,93510,"Antelope Valley Freeway, Los Angeles County, California, 93510, United States"
2385,3913,2011,Equipment Use,38.707934,-120.812057,CA,2455616.5,0.1,2011-02-24,91390,"41291, San Francisquito Canyon Road, Green Valley, Los Angeles County, California, 91390, United States"
2386,3914,2011,Missing/Undefined,38.060133,-120.653517,CA,2455776.5,6.0,2011-08-03,91741,"Glendora, Los Angeles County, California, 91741, United States"
2387,3917,2011,Children,40.484089,-122.15926,CA,2455724.5,2.0,2011-06-12,91759,"Baldy Bowl Trail, Los Angeles County, California, 91759, United States"
2388,3918,2011,Missing/Undefined,37.22,-119.685,CA,2455736.5,1.6,2011-06-24,93532,"47000, Naomi Avenue, Three Points, Los Angeles County, California, 93532, United States"
2389,3919,2011,Miscellaneous,38.65509,-121.033628,CA,2455793.5,0.25,2011-08-20,91001-2415,"The Cobb Estate, Altadena Crest Trail, Altadena, Los Angeles County, California, 91001-2415, United States"
2390,3920,2011,Children,32.57902,-116.629708,CA,2455865.5,0.1,2011-10-31,93543,"31768, 96th Street East, Los Angeles County, California, 93543, United States"
2391,3922,2011,Miscellaneous,36.40196,-121.658597,CA,2455752.5,1.5,2011-07-10,91351,"16974, Sierra Highway, Santa Clarita, Los Angeles County, California, 91351, United States"
2392,3925,2011,Debris Burning,33.490354,-117.189221,CA,2455846.5,0.1,2011-10-12,93551,"Antelope Valley Freeway, Los Angeles County, California, 93551, United States"
2393,3927,2011,Equipment Use,33.249533,-117.221926,CA,2455706.5,0.4,2011-05-25,91024,"Upper Winter Trail, Los Angeles County, California, 91024, United States"
2394,3929,2011,Miscellaneous,36.149167,-120.629444,CA,2455736.5,2.0,2011-06-24,92883,"Jameson Road, Temescal Valley, Riverside County, California, 92883, United States"
2395,3930,2011,Missing/Undefined,35.529599,-120.571909,CA,2455801.5,2.06,2011-08-28,91903,"I 8, The Willows, San Diego County, California, 91903, United States"
2396,3931,2011,Debris Burning,40.7157,-121.91528,CA,2455896.5,26.0,2011-12-01,92530,"33082, Evergreen Street, Lakeland Village, Riverside County, California, 92530, United States"
2397,3932,2011,Debris Burning,33.817229,-117.283851,CA,2455926.5,1.0,2011-12-31,91901,"192, Woods Lane, Viejas / Matkwatay, San Diego County, California, 91901, United States"
2398,3933,2011,Equipment Use,32.906064,-116.883779,CA,2455665.5,0.25,2011-04-14,92530,"40875, Ortega Highway, Riverside County, California, 92530, United States"
2399,3934,2011,Missing/Undefined,39.536761,-121.548719,CA,2455811.5,0.1,2011-09-07,91901,"3404, Sky Ridge, San Diego County, California, 91901, United States"
2400,3936,2011,Children,37.011111,-121.925556,CA,2455809.5,0.1,2011-09-05,92036,"14198, Boulder Creek Road, San Diego County, California, 92036, United States"
2401,3937,2011,Smoking,38.902603,-121.133969,CA,2455685.5,0.25,2011-05-04,92883,"Temescal Valley, Riverside County, California, 92883, United States"
2402,3939,2011,Miscellaneous,38.806998,-120.730149,CA,2455693.5,0.01,2011-05-12,91962,"7614, Pine Boulevard, Pine Valley, San Diego County, California, 91962, United States"
2403,3940,2011,Missing/Undefined,37.205599,-119.71578,CA,2455920.5,0.02,2011-12-25,91935,"18268, West Boundary Truck Trail, San Diego County, California, 91935, United States"
2404,3941,2011,Debris Burning,38.397367,-120.471393,CA,2455915.5,1.0,2011-12-20,92530,"South Main Divide Road, Rancho Capistrano, Riverside County, California, 92530, United States"
2405,3942,2011,Equipment Use,39.309648,-121.342225,CA,2455760.5,0.25,2011-07-18,92086,"35168, Highway 79, Holcomb Village, Warner Springs, San Diego County, California, 92086, United States"
2406,3943,2011,Missing/Undefined,33.27247,-117.142858,CA,2455816.5,1.8,2011-09-12,91901,"519, Anderson Truck Trail, San Diego County, California, 91901, United States"
2407,3945,2011,Miscellaneous,33.321382,-116.974291,CA,2455584.5,0.1,2011-01-23,92536,"39947, CA 79, Yampa Ranch, Riverside County, California, 92536, United States"
2408,3946,2011,Equipment Use,37.036538,-122.106788,CA,2455832.5,0.01,2011-09-28,92016,"I 8, San Diego County, California, 92016, United States"
2409,3947,2011,Missing/Undefined,38.718149,-123.345508,CA,2455879.5,0.2,2011-11-14,91901,"1883, Old Viejas Grade Road, Viejas / Matkwatay, San Diego County, California, 91901, United States"
2410,3948,2011,Equipment Use,39.208292,-121.44173,CA,2455774.5,5.0,2011-08-01,91962,"Interstate 8 Westbound Border Patrol Checkpoint, I 8, San Diego County, California, 91962, United States"
2411,3949,2011,Equipment Use,32.824096,-116.829761,CA,2455782.5,0.1,2011-08-09,92881,"Mobil, Cajalco Road, Corona, Riverside County, California, 92881, United States"
2412,3950,2011,Equipment Use,36.968556,-119.615313,CA,2455784.5,0.1,2011-08-11,92883,"13299, Mountain Road, Horsethief Canyon Ranch, Riverside County, California, 92883, United States"
2413,3952,2011,Equipment Use,38.65509,-121.033628,CA,2455862.5,0.25,2011-10-28,92530,"18498, Penny Trail, Riverside County, California, 92530, United States"
2414,3953,2011,Equipment Use,39.058128,-122.590852,CA,2455746.5,1.0,2011-07-04,92060,"Pala Road, La Jolla Amago, San Diego County, California, 92060, United States"
2415,3954,2011,Children,34.477222,-117.625833,CA,2455783.5,0.4,2011-08-10,91903,"I 8, San Diego County, California, 91903, United States"
2416,3955,2011,Miscellaneous,36.989167,-121.736667,CA,2455752.5,1.0,2011-07-10,92881,"Suzie Circle, The Pinnacle, Corona, Riverside County, California, 92881, United States"
2417,3956,2011,Miscellaneous,38.928303,-120.85317,CA,2455838.5,5.0,2011-10-04,92016,"I 8, San Diego County, California, 92016, United States"
2418,3957,2011,Debris Burning,37.956451,-120.38272,CA,2455898.5,1.0,2011-12-03,92061,"Nate Harrison Grade, San Diego County, California, 92061, United States"
2419,3958,2011,Equipment Use,33.809077,-117.297778,CA,2455796.5,1.0,2011-08-23,92530,"Temescal Canyon Road, Arcilla, Temescal Valley, Riverside County, California, 92530, United States"
2420,3959,2011,Equipment Use,38.29187,-122.495755,CA,2455804.5,0.75,2011-08-31,92036,"14198, Boulder Creek Road, San Diego County, California, 92036, United States"
2421,3960,2011,Miscellaneous,41.52165,-122.97755,CA,2455753.5,0.01,2011-07-11,91962,"I 8, San Diego County, California, 91962, United States"
2422,3962,2011,Missing/Undefined,38.152383,-122.113483,CA,2455799.5,1.0,2011-08-26,91901,"23352, Bell Bluff Truck Trail, San Diego County, California, 91901, United States"
2423,3965,2011,Equipment Use,32.830046,-116.819445,CA,2455823.5,8.0,2011-09-19,91901,"23705, Japatul Valley Road, San Diego County, California, 91901, United States"
2424,3966,2011,Equipment Use,38.595803,-120.96665,CA,2455791.5,0.01,2011-08-18,90000,"Ortega Highway, Ortega Oaks, Riverside County, California, 90000, United States"
2425,3967,2011,Debris Burning,37.235652,-119.779782,CA,2455705.5,1.0,2011-05-24,91901,"192, Woods Lane, Viejas / Matkwatay, San Diego County, California, 91901, United States"
2426,3970,2011,Missing/Undefined,37.965916,-120.378112,CA,2455769.5,1.0,2011-07-27,91962,"Deer Creek trail, San Diego County, California, 91962, United States"
2427,3971,2011,Equipment Use,40.545533,-122.246458,CA,2455774.5,1.0,2011-08-01,91901,"22719, Japatul Valley Road, San Diego County, California, 91901, United States"
2428,3972,2011,Arson,37.179444,-119.775833,CA,2455750.5,1.9,2011-07-08,92530,"34797, South Main Divide Road, Rancho Capistrano, Riverside County, California, 92530, United States"
2429,3973,2011,Equipment Use,33.521389,-117.043056,CA,2455779.5,1.0,2011-08-06,91948,"Laguna Campground, Shady Loop, San Diego County, California, 91948, United States"
2430,3974,2011,Equipment Use,37.09249,-122.012498,CA,2455897.5,0.2,2011-12-02,92060,"32859, South Grade Road, San Diego County, California, 92060, United States"
2431,3976,2011,Miscellaneous,41.31395,-120.580883,CA,2455815.5,1.25,2011-09-11,92038,"Eagle Peak Road, San Diego County, California, 92038, United States"
2432,3977,2011,Debris Burning,33.521544,-117.06204,CA,2455893.5,0.1,2011-11-28,91916,"24792, Viejas Boulevard, Descanso, San Diego County, California, 91916, United States"
2433,3978,2011,Missing/Undefined,36.877726,-121.734151,CA,2455797.5,0.25,2011-08-24,91948,"Red Tail Roost Trail, Mount Laguna, San Diego County, California, 91948, United States"
2434,3980,2011,Miscellaneous,39.509689,-121.490823,CA,2455837.5,0.1,2011-10-03,91916,"Dead Horse Trail, San Diego County, California, 91916, United States"
2435,3981,2011,Missing/Undefined,40.292383,-120.50665,CA,2455760.5,4.6,2011-07-18,92086,"Warner Springs Estates HOA, 35109, Highway 79, Holcomb Village, Warner Springs, San Diego County, California, 92086, United States"
2436,3982,2011,Debris Burning,37.471539,-119.771269,CA,2455889.5,0.2,2011-11-24,91901,"5945, Alpine Boulevard, The Willows, San Diego County, California, 91901, United States"
